specialty,link,question,answer
Audiology and Speech Therapy,https://www.maxhealthcare.in/our-specialities/audiology-and-speech-therapy/faqs,Will hearing aid restore my hearing back to normal?,No. A hearing aid cannot restore your ability to hear properly but they can definitely enhance your hearing capability.
Audiology and Speech Therapy,https://www.maxhealthcare.in/our-specialities/audiology-and-speech-therapy/faqs,How long do hearing aid batteries last?,"A standard hearing aid battery should last between 3 – 22 days, depending on the type of hearing aid, battery type, amount of use of the hearing aid etc."
Audiology and Speech Therapy,https://www.maxhealthcare.in/our-specialities/audiology-and-speech-therapy/faqs,What is Tinnitus and what causes Tinnitus?,"Tinnitus is a symptom of age related hearing loss where you feel something is ringing in your ears. You can feel buzzing, humming, grinding, hissing, or whistling sounds in your ear. The most common causes of Tinnitus are: - Exposure to loud noise - Earwax blockage - Changes in ear bone"
Audiology and Speech Therapy,https://www.maxhealthcare.in/our-specialities/audiology-and-speech-therapy/faqs,Is there any follow up required after getting hearing aids?,"There is no particular follow ups required, but you can visit the doctor regularly to check if you are able to locate the source of your hearing problem or if you are facing any issues with your hearing aids."
Audiology and Speech Therapy,https://www.maxhealthcare.in/our-specialities/audiology-and-speech-therapy/faqs,How long does speech therapy take to work?,"Your expectations of each therapy can be different. There is no one sized-fits all therapy approach. Depending upon the degree of challenge, you need to understand how to help your child improve his speech. Therapy can be a long term process but the longevity of treatment will depend on: Severity of the problem What is the nature of the speech challenge Whether you child is working through other behavioral or learning challenge Whether the therapist is capable of tackling the challengesSupport from family, friends, close peers etc. However, if the assessment is done precisely and the goals are implemented accurately, positive changes are noticed in 3-4 sessions."
Audiology and Speech Therapy,https://www.maxhealthcare.in/our-specialities/audiology-and-speech-therapy/faqs,How much home practice is involved during speech therapy?,"The more you practice with your child, the better it will be. However, you can practice several ideas with your child for speech practice like: Keep a 5 to 10 minute reading session with your child to focus more on his language skills Try to repeat words and phrases during bath time Work on developing one cognitive or behavioral skill at a time Do not start on with something that is hard or difficult for child to comprehend Voice modulation games Loud reading for 10 minutes Show n tell session Presentation and debates These above activities can help you design a better speech therapy plan for your child."
Audiology and Speech Therapy,https://www.maxhealthcare.in/our-specialities/audiology-and-speech-therapy/faqs,What happens during a speech therapy session?,A speech therapy session is designed differently for all patients to address their problems in a most convenient way. You can expect your speech therapist to practice following activities with you: Articulation Therapy Language Activities Oral exercises Conversation skills Presentation skills
Diabetes & Endocrinology,https://www.maxhealthcare.in/our-specialities/diabetes-and-endocrinology/faqs,What all should I carry for my first appointment?,"For your first visit, you should carry the following things: A detailed list of your symptoms Any recent medical investigations such as blood tests, etc (less than 1 year). A list of medications you are currently taking. Your insurance details or company ID in case the hospital is on your health panel."
Diabetes & Endocrinology,https://www.maxhealthcare.in/our-specialities/diabetes-and-endocrinology/faqs,What is diabetes and what causes it?,"Diabetes is a metabolic disease where the blood sugar levels are high. If untreated, it leads to serious complications affecting major organs of the body. Glucose, found in carbohydrates, is a major source of fuel. We need insulin, a hormone made by the pancreas, for appropriate utilization of glucose in the body. Any disturbance in the production or action of insulin leads toa rise in blood glucose. Different types of diabetes are caused due to a complex interplay of genetic and environmental factors."
Diabetes & Endocrinology,https://www.maxhealthcare.in/our-specialities/diabetes-and-endocrinology/faqs,What are the different types of diabetes?,"Depending on the genetic & environmental cause of diabetes, there are different types of diabetes: Type 1 Diabetes Mellitus: This is an autoimmune disorder where the insulin secreting cells of the pancreas gets destroyed due to an inappropriate response of the defense system. As a result insulin production from the pancreas stops. It is seen most commonly in young children and was previously known as juvenile diabetes Type 2 Diabetes Mellitus: Insulin resistance is a condition in which the cells do not respond normally to insulin. Insulin resistance results in decreased absorption of glucose into the cells. Insulin resistance in combination with a partial deficiency of insulin secretion from pancreas is believed to be responsible for development of type 2 diabetes. It was previously a disease which was limited to adults but now it is common in people of all ages including children. Gestational diabetes mellitus occurs due to hormonal changes during pregnancy and usually resolves after the delivery."
Diabetes & Endocrinology,https://www.maxhealthcare.in/our-specialities/diabetes-and-endocrinology/faqs,What should I do to control Diabetes?,"If one suffers from type 1 diabetes, the mainstay of therapy is insulin injection as discontinuation of insulin may result in life threatening diabetic emergencies like diabetic ketoacidosis. Till today’s date, there is very little that can be done to restart insulin production from pancreas in type 1 diabetes. The main focus should be on timely administration of correct dosage of insulin and periodic health check up. Those with type 2 diabetes should adopt a low-sugar and low fat diet; maintain a regular exercise regimen, take timely medicines and schedule timely follow ups with treating doctor."
